	2,3-diP-glyceric Acid To	2,3-dihydroxyisovaleric 	2-hydroxy-3-methylbutryi	2-methylcitric Acid	2P Glyceric and 3P Glyce	3-Deoxy-2-keto-6P-glucon	6P Gluconic Acid	ADP Total	AMP Total	ATP Total	Butyric Acid	Cis-Aconitic Acid	Citraconic and Itaconic 	Citric Acid	Cyclic AMP	Erythrose 4P	Fructose 1,6-bisP	Fructose 6P	Fumaric Acid	GDP Total	GMP Total	GTP Total	Galactose 1P	Gluconic Acid	Glucosamine 1P	Glucose 1P and Mannose 1	Glucose 6P	Glyceric Acid	Glycerol 3P	Isocitric Acid	Malic Acid	Mannose 6P	Mevalonic acid	Phosphoenolpyruvic Acid	Pyruvic and Oxaloacetic 	Sedoheptulose 7P	Succinic Acid Total	Trans-Aconitic Acid	Xylonic Acid Total
C84	12.4512111118323	13.6991386252759	18.91122812104	17.1849528051243	15.2804808103184	7.23840473932508	10.2288186904959	16.5371577206353	15.6606644774613	14.7575983558239	20.7553179296324	17.340823716009	17.1256556214405	23.4425304886016	13.4767462039395	9.54054765782946	9.69838780138785	12.9329528921947	14.813781191217	14.0275604822488	15.1907506496624	10.7313190310251	12.3415188232452	19.613242711117	12.9854861991046	12.2963426846929	14.1830150008828	17.4169953964944	15.9903699229404	20.7306558753982	19.7389234913818	12.5483402876761	14.4317587491662	12.8822609290998	18.1506596275704	12.6860627498954	19.8741769054358	14.9246269599053	20.406653452273
C85	15.6153997437255	11.7481928495895	20.7471439981867	15.2877123795494	15.9859308577739	8.12928301694497	10.0901124196643	16.4862065331885	15.9453523847573	15.337343147274	21.3645279766003	16.8237652797897	13.7099453802325	25.2353493175013	13.9012440324674	8.97018948654236	10.9729797860663	12.7936033092794	15.3056342875467	14.1674181458317	15.0701209444768	11.4093909361377	11.5216004397237	17.2695650328392	12.1389117181427	11.7813597135247	14.0188956211217	16.3425608565451	15.5173003022901	21.2006017157794	20.4374594990541	12.9549232920303	12.8257538328831	11.1922928144708	18.0210667201633	12.1642784383012	21.4475837163278	13.9384769386664	16.9082987900013
C86	15.4735789248608	11.6257088430645	18.5582413219302	14.5627194270493	16.0743087414403	8.49984588708321	10.3219280948874	16.6239957674139	14.8630247102369	15.1713331958351	20.4676214695644	15.9881520976905	14.7099453802325	23.7593875939415	12.7099453802325	8.08912568655517	5.62524610306283	11.6393407086522	13.7834075421735	13.9384769386664	14.7936033092794	11.1674181458317	12.2015113445001	16.5264992391366	11.4356702609366	12.4589192069676	13.2877123795495	17.1155314041668	15.7627972624982	20.4169953964944	18.7306558753982	11.9255544398736	12.3717766443379	12.3387363825739	18.0264802163496	11.3987436919382	20.6627518108964	13.2688343693438	16.5126787445497
C87	15.3198132227165	11.3049216695817	18.9141515162468	14.6438561897747	15.6606644774613	8.61470984411521	9.06877827798541	15.7072512710632	14.6382096266336	14.2949078809537	21.9950715116303	16.5126787445497	13.7313190310251	24.4800051940202	12.9531051505913	8.42206476617281	3.89456523223506	12.4792750302502	15.232570825357	12.9106427304696	14.6096404744368	9.0	11.7056323873614	16.082648042353	11.4199601778479	10.7565563225241	12.4843194236443	17.1053356370609	15.6855153414119	20.5261171188745	20.0425998817129	11.0768155970508	12.0532471259124	12.1984450414524	18.7139771342516	10.0901124196643	20.7634458105158	13.5142209093581	16.2156088332783
C89	14.8484273340239	12.6279897843157	18.3538015700072	15.1397112166619	15.6153997437255	7.8008998999203	9.70563238736141	15.8894088960304	15.2437690319619	14.2288186904959	21.6051249933143	16.9770115400853	13.9476369379518	25.10948636152	13.9837061926593	7.60587175333485	7.4577102430227	12.5313814605163	15.8435285346111	13.0901124196643	14.5507467853832	9.86108690599539	11.1984450414524	17.3494885771361	11.5507467853832	11.868822554775	13.0549434165733	17.2786672399464	16.1907506496624	21.5308863630224	20.6005953348338	11.6302671250268	12.9050108623903	11.7142455176661	18.3189311101602	12.004922678569	21.2477143116175	14.970285676897	17.6382096266336
C9	13.6325408765469	10.6706562491184	20.38574446251	15.6494807389686	16.3768715114607	8.66177809777199	11.7185328760692	17.3494885771361	16.8112743356065	15.6211361132746	21.7593875939415	15.3162815317462	13.7206717868256	22.8839021356939	12.9125151448024	7.2606570300562	9.55266909751427	12.8454900509444	13.5018371849023	14.7679775016039	15.2511865035243	12.0188956211217	11.3987436919382	17.7859632470773	11.5410966153495	11.9218409370745	13.7936033092794	17.4971657451784	15.4799065448328	19.8423012312271	18.6487788683438	12.57931593758	12.3581017074408	12.4817994316658	18.7955070197481	12.8572034715082	20.4971657451784	12.8784341495593	16.8726748802706
C90	17.4169953964944	11.2644426002266	19.6417413176038	15.3442959079158	18.1357092861044	8.78135971352466	13.5745935273376	18.6452643841675	17.6522848118453	17.0638163676226	21.6051249933143	16.9082987900013	12.7874944996968	24.664922909938	13.3717766443379	11.4905038703632	9.31288295528436	13.9837061926593	14.9567391450591	15.821275727764	15.7936033092794	13.0667619323869	13.2422809503024	17.4087277805108	11.3106127816595	13.8336807486547	15.175237650291	17.1256556214405	16.6937047392253	21.2477143116175	20.0690720930741	14.3442959079158	12.5698556083309	13.6211361132746	18.4814841229461	14.3233362892802	20.6971033156872	14.1437020768579	16.6522848118453
C91	15.8262505431793	12.1065629404449	19.3623890658439	14.9012440324674	16.4366464840758	9.00842862207058	10.5507467853832	17.3494885771361	16.1810745903133	15.6239957674139	22.4014545455986	16.8237652797897	15.5597355686105	24.429819436852	12.9890396369624	10.0901124196643	8.70390357344466	12.7249401184624	14.6991386252759	14.3987436919382	15.3268507734564	11.602698865018	12.9050108623903	16.8361490042455	11.5887146355823	12.4691330198296	14.0014081943928	17.2786672399464	16.3666637209443	20.5451002222421	19.4893462407191	12.8237652797897	12.8037275265531	13.0119260663068	19.7859632470773	11.5745935273376	20.1703554289113	13.6772791913122	16.7206717868256
C92	15.5922234213594	12.2197735508929	20.0291793659506	17.1256556214405	16.532599438673	9.32418054661874	12.0633950812885	18.2741233148015	16.8726748802706	16.7986742988268	21.4272637319482	16.498724573035	13.0171563863831	24.1487992855448	13.8336807486547	9.48527042072798	12.7854524681585	14.3233362892802	15.340823716009	15.8870301732477	16.1791315663955	13.3581017074408	13.0566377151132	22.4014545455986	13.3020676725265	13.3020676725265	14.8822609290998	17.4735789248608	17.4415177156285	20.8190938400658	20.5638367848237	13.7523806465529	14.0361736125535	12.8435285346111	18.5656971268492	12.7334390828994	21.1078913419646	14.8678578639728	18.8453675342749
C93	16.6382096266336	11.1228279948077	19.7389234913818	15.0145435965819	16.6800298023282	8.60362634498619	8.46352437327118	16.2306959777366	15.6578766600897	14.7731392067197	22.2035917583852	16.7471439981867	13.7099453802325	24.9405573525514	12.9872640120725	8.38138758338075	6.0313655853	13.2197735508929	15.5049430957701	13.5627194270493	14.7679775016039	10.6706562491184	12.5264992391366	16.9657842846621	12.0498485494506	11.9476369379518	13.7418882727353	17.1654566294985	15.6662240028032	20.5731145984117	20.6540345937953	13.2015113445001	12.3077700318907	12.9621730311097	19.3364716914693	11.6750749203854	20.7715281568137	13.6882503091332	16.4087277805108
C94	15.9544689714343	12.6640027628865	18.673143416743	14.3853231761759	16.2099102279458	8.11894107272351	12.2378074737231	17.6024089052057	15.9747730678893	15.7986742988268	22.0982840142906	16.1114617398577	13.3303567169579	24.0690720930741	12.9801395776392	7.83952058111397	8.71939618534238	12.2761244052742	14.5203731363397	14.6038581218428	14.943064208162	11.6483575820097	11.8572034715082	16.3442959079158	11.5410966153495	12.2585660338899	13.4767462039395	17.3494885771361	16.072216362479	20.6885918158316	19.3145124388932	12.1357092861044	12.1548181090521	12.4868350215631	18.8636297406676	12.0734721539765	20.7389234913818	13.3442959079158	16.3970729389537
C95	15.9453523847573	11.9106427304696	20.0019578972156	15.217503377268	17.2419086899363	9.34872815423108	11.9943534368589	17.8423012312271	16.5582413219302	16.2437690319619	21.9387640707284	15.7392532125673	12.8649599151426	23.4800051940202	13.3303567169579	8.610038898342	11.9366379390026	13.4767462039395	13.9925843440058	15.340823716009	15.6937047392253	12.8533095554037	12.5043224482919	21.9601377215209	12.4767462039395	12.6728672764338	14.3020676725265	17.4971657451784	16.2118122651902	20.1206023937142	19.7173283437512	13.6325408765469	12.4356702609366	13.1500645790815	18.9315685693242	13.4767462039395	20.6971033156872	13.0206327616577	16.4846341133698
C96	14.6038581218428	14.7834075421735	17.8545275335603	16.943064208162	16.6081970575671	7.71424551766612	12.827739648807	18.7536868440535	16.919980595049	17.5731145984117	21.4221386997704	17.232570825357	16.293112367292	24.980327881244	13.813781191217	10.4701198347625	10.4614794472862	14.4767462039395	14.532599438673	15.9770115400853	16.0167212498873	13.586370695114	13.929258408637	20.3538015700072	12.5043224482919	13.3162815317462	15.0275604822488	17.6239957674139	17.4735789248608	21.4475837163278	19.3211353810869	14.8533095554037	13.3853231761759	13.2212850178105	18.4536243184851	12.6573184495813	20.5544989202443	15.7679775016039	19.792332771953
C97	13.586370695114	13.4512111118323	18.7859632470773	16.2967011627767	15.6800298023282	8.95128471496697	11.3987436919382	16.8112743356065	15.4862065331885	15.7885144326066	20.6885918158316	15.9315685693242	14.7366133306946	22.8480452137619	13.7731392067197	6.7794289223964	8.58120058192496	13.9567391450591	13.6882503091332	14.2732128098543	15.3853231761759	12.1389117181427	13.8237652797897	20.3645279766003	14.1195896207411	12.9087678828492	14.3920490393642	17.673143416743	17.7731392067197	20.0558967043264	18.9024222236647	13.5386739530827	14.103287808412	12.5910547740368	17.9881520976905	12.3077700318907	20.0558967043264	14.3717766443379	19.1727986048396
C98	14.7153185523313	12.0532471259124	20.6364405337805	15.6522848118453	17.2695650328392	8.71424551766612	13.9657842846621	18.2137117981057	16.8237652797897	17.232570825357	21.2419086899363	16.6800298023282	14.5018371849023	24.1870693024726	13.3717766443379	9.40778991047631	10.2877123795494	14.4252159032994	15.2022769030434	15.6937047392253	15.7126344677601	13.2482240896685	12.7915699121269	22.7955070197481	12.1098306542788	13.5264992391366	15.4544278245159	17.1849528051243	17.0743087414403	20.8499548037705	20.4169953964944	14.7153185523313	13.4252159032994	13.1799090900149	18.4536243184851	14.6494807389686	20.6971033156872	14.0014081943928	17.896521622225
C99	21.718164931215	11.3826240265749	20.4272637319482	16.5567455260047	19.4715958385817	8.92481250360578	13.025831668332	18.9573061307378	18.8696661303983	17.5049430957701	21.3910001879615	16.2768513869177	13.3853231761759	23.5869203979367	13.4512111118323	9.1992845944491	7.31707953346433	15.082648042353	14.3581017074408	15.9567391450591	16.4317587491662	12.8610869059954	13.18146288127	17.2877123795495	13.4893462407191	14.2511865035243	16.2530349279167	17.0847253573856	15.7497646983459	20.4873847243858	19.4676214695644	15.821275727764	12.3635872465246	15.9384769386664	18.4293086579333	14.6882503091332	20.2419086899363	13.3162815317462	16.5432131126978
